order_rank,gene,block,serves,why,max_pct,max_mean,max_spec_panel,tenx_ensembl_ids,tenx_designable_matches,tenx_on_no_probe_list,ncbi_gene_id,ncbi_description,ncbi_gene_type,ncbi_nomenclature_status,ncbi_modified,gtf_ensembl_ids,gtf_gene_types,gtf_transcript_count,gtf_transcript_types,allen_max_pct_full,allen_max_pct_anchor,allen_median_pct_across_anchors,allen_n_anchors_ge50,allen_max_pct_ORBm,allen_max_pct_BMAp,target_type,symbol_qc,tenx_design_qc,isoform_qc,detectability_tier,overall_pre_vendor_status
188,Omg,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Down), glut 5 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000049612,1.0,False,18377,oligodendrocyte myelin glycoprotein,protein-coding,O,20260818,ENSMUSG00000049612,protein_coding,1.0,protein_coding,67.33921815889029,029 L6b CTX Glut,56.87376645440854,15.0,67.33921815889029,64.69414893617021,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
189,Sox8,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000024176,1.0,False,20681,SRY (sex determining region Y)-box 8,protein-coding,O,20260910,ENSMUSG00000024176,protein_coding,3.0,protein_coding,50.14094035404217,007 L2/3 IT CTX Glut,14.53070562816013,1.0,50.14094035404217,37.09839357429719,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
190,Stk40,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000042608,1.0,False,74178,serine/threonine kinase 40,protein-coding,O,20260807,ENSMUSG00000042608,protein_coding,6.0,lncRNA; protein_coding,59.47569248162804,006 L4/5 IT CTX Glut,44.77830987430706,4.0,59.47569248162804,51.98105081826012,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
191,Zfp580,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Down), glut 5 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000055633,1.0,False,68992,zinc finger protein 580,protein-coding,O,20260910,ENSMUSG00000055633,protein_coding,2.0,protein_coding,43.51663272233537,005 L5 IT CTX Glut,33.38005230117244,0.0,43.51663272233537,41.41566265060241,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
192,Zkscan16,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Down), glut 5 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000038630,1.0,False,100041581,zinc finger with KRAB and SCAN domains 16,protein-coding,O,20260807,ENSMUSG00000038630,protein_coding,1.0,protein_coding,75.53784860557768,121 MEA-BST Otp Zic2 Glut,28.99734217646766,8.0,30.8602999210734,75.53784860557768,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
193,Fosl2,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 3 / GABA 1; source lists IEG+TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000029135,1.0,False,14284,fos-like antigen 2,protein-coding,O,20260818,ENSMUSG00000029135,protein_coding,3.0,protein_coding; retained_intron,48.99298483819869,005 L5 IT CTX Glut,22.28893145579207,0.0,48.99298483819869,30.64541092710107,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
194,Hrh1,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists GPCR+SynPlast. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000053004,1.0,False,15465,histamine receptor H1,protein-coding,O,20260807,ENSMUSG00000053004,protein_coding,5.0,protein_coding,70.2127659574468,120 MEA Otp Foxp2 Glut,39.18295396591402,5.0,60.37565059968318,70.2127659574468,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
195,Mbnl2,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists IEG+TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000022139,1.0,False,105559,muscleblind like splicing factor 2,protein-coding,O,20260910,ENSMUSG00000022139,protein_coding,10.0,lncRNA; protein_coding; retained_intron,99.84939759036145,012 MEA Slc17a7 Glut,98.81181793340019,20.0,99.43835250066863,99.84939759036145,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
196,Kitl,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Mixed,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Mixed), glut 4 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000019966,1.0,False,17311,kit ligand,protein-coding,O,20260910,ENSMUSG00000019966,protein_coding,6.0,lncRNA; protein_coding; retained_intron,79.18592851505242,007 L2/3 IT CTX Glut,28.36245318038274,3.0,79.18592851505242,76.98293172690764,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
197,Acsl4,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000031278,1.0,False,50790,acyl-CoA synthetase long-chain family member 4,protein-coding,O,20260910,ENSMUSG00000031278,protein_coding,5.0,lncRNA; protein_coding,84.7820272800214,022 L5 ET CTX Glut,73.1934746981857,19.0,84.7820272800214,81.22489959839358,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
198,Ahctf1,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000026491,1.0,False,226747,AT hook containing transcription factor 1,protein-coding,O,20260910,ENSMUSG00000026491,protein_coding,9.0,nonsense_mediated_decay; protein_coding; retained_intron,76.25502008032129,012 MEA Slc17a7 Glut,60.86613961672032,15.0,65.76624765980209,76.25502008032129,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
199,Dusp4,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000031530,1.0,False,319520,dual specificity phosphatase 4,protein-coding,O,20260910,ENSMUSG00000031530,protein_coding,1.0,protein_coding,18.21100917431193,119 SI-MA-LPO-LHA Skor1 Glut,5.37690325677069,0.0,11.15861479264643,18.21100917431193,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,LOW_5-20pct,PASS_PRE_VENDOR_QC
200,Dusp5,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000034765,1.0,False,240672,dual specificity phosphatase 5,protein-coding,O,20260822,ENSMUSG00000034765,protein_coding,1.0,protein_coding,40.59679037111334,032 L5 NP CTX Glut,7.435360634399832,0.0,40.59679037111334,9.437751004016064,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
201,E2f6,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000057469,1.0,False,50496,E2F transcription factor 6,protein-coding,O,20260910,ENSMUSG00000057469,protein_coding,7.0,nonsense_mediated_decay; protein_coding; retained_intron,63.53211009174312,119 SI-MA-LPO-LHA Skor1 Glut,48.71213385317759,9.0,55.07145346810736,63.53211009174312,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
202,Ep300,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000055024,1.0,False,328572,E1A binding protein p300,protein-coding,O,20260910,ENSMUSG00000055024,protein_coding,10.0,lncRNA; protein_coding; retained_intron,87.47489959839358,012 MEA Slc17a7 Glut,62.61953457929327,19.0,66.75581706338593,87.47489959839358,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
203,Fhl2,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Down), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000008136,1.0,False,14200,four and a half LIM domains 2,protein-coding,O,20260818,ENSMUSG00000008136,protein_coding,3.0,protein_coding,82.13088728170753,004 L6 IT CTX Glut,18.24203407449192,6.0,82.13088728170753,31.67670682730924,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
204,Gabpa,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 3 / GABA 1; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000008976,1.0,False,14390,"GA repeat binding protein, alpha",protein-coding,O,20260910,ENSMUSG00000008976,protein_coding,5.0,lncRNA; protein_coding; retained_intron,38.15261044176707,012 MEA Slc17a7 Glut,24.08721617470414,0.0,27.06606044396898,38.15261044176707,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
205,Gpr63,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000040372,1.0,False,81006,G protein-coupled receptor 63,protein-coding,O,20260910,ENSMUSG00000040372,protein_coding,2.0,lncRNA; protein_coding,2.693458743052586,049 Lamp5 Gaba,0.6859063596954065,0.0,2.693458743052586,1.631526104417671,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,VERY_LOW_<5pct,PASS_DESIGN_REVIEW_SPARSE_SIGNAL
206,Hivep1,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000021366,1.0,False,110521,human immunodeficiency virus type I enhancer binding protein 1,protein-coding,O,20260910,ENSMUSG00000021366,protein_coding,5.0,lncRNA; nonsense_mediated_decay; protein_coding,89.9747793190416,029 L6b CTX Glut,57.56675603490012,13.0,89.9747793190416,78.4862385321101,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
207,Hsd17b12,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000027195,1.0,False,56348,hydroxysteroid (17-beta) dehydrogenase 12,protein-coding,O,20260910,ENSMUSG00000027195,protein_coding,5.0,lncRNA; protein_coding,74.44954128440368,119 SI-MA-LPO-LHA Skor1 Glut,58.44003499241866,17.0,69.5168875587858,74.44954128440368,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
208,Hspa5,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000026864,1.0,False,14828,heat shock protein family A (Hsp70) member 5,protein-coding,O,20260910,ENSMUSG00000026864,protein_coding,6.0,nonsense_mediated_decay; protein_coding; retained_intron,87.37037610277046,074 MEA-BST Lhx6 Sp9 Gaba,81.97716016316153,19.0,85.63023308440823,87.37037610277046,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
209,Smad5,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000021540,1.0,False,17129,SMAD family member 5,protein-coding,O,20260910,ENSMUSG00000021540,protein_coding,6.0,lncRNA; protein_coding; retained_intron,54.54128440366972,119 SI-MA-LPO-LHA Skor1 Glut,28.36073932755038,1.0,39.34207007221182,54.54128440366972,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
210,Sox12,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Down), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000051817,1.0,False,20667,SRY (sex determining region Y)-box 12,protein-coding,O,20260723,ENSMUSG00000051817,protein_coding,2.0,protein_coding,49.07128514056225,012 MEA Slc17a7 Glut,26.74136834095946,0.0,30.08230916676063,49.07128514056225,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
211,Zdbf2,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000027520,1.0,False,73884,"zinc finger, DBF-type containing 2",protein-coding,O,20260910,ENSMUSG00000027520,protein_coding,3.0,protein_coding,95.0597609561753,121 MEA-BST Otp Zic2 Glut,59.37501035374955,15.0,70.76758491575288,95.0597609561753,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
212,Zfp933,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000059423,1.0,False,242747,zinc finger protein 933,protein-coding,O,20260910,ENSMUSG00000059423,protein_coding,2.0,protein_coding,69.9540625897215,082 CEA-BST Ebf1 Pdyn Gaba,54.064199655399,15.0,56.68057278159883,69.9540625897215,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
213,Zhx2,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000071757,1.0,False,387609,zinc fingers and homeoboxes 2,protein-coding,O,20260910,ENSMUSG00000071757,protein_coding,2.0,lncRNA; protein_coding,79.44277108433735,012 MEA Slc17a7 Glut,27.5342895228118,1.0,34.86300597587101,79.44277108433735,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
214,Zkscan2,16_expanded_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 4 of the 12 ORBm anchor subclasses (Down), glut 4 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000030757,1.0,False,210162,zinc finger with KRAB and SCAN domains 2,protein-coding,O,20260910,ENSMUSG00000030757,protein_coding,4.0,protein_coding; retained_intron,50.45871559633027,119 SI-MA-LPO-LHA Skor1 Glut,28.09780178200982,1.0,37.53921226908331,50.45871559633027,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
215,Mas1,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 17 subclasses,Enriched in 17 PL-ILA-ORB subclasses (glut 17 / GABA 0) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000068037,1.0,False,17171,"MAS1 proto-oncogene, G protein-coupled receptor",protein-coding,O,20260910,ENSMUSG00000068037,protein_coding,10.0,protein_coding,44.77132923241508,022 L5 ET CTX Glut,1.743817108696608,0.0,44.77132923241508,37.62550200803213,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
216,Mchr1,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 14 subclasses,Enriched in 14 PL-ILA-ORB subclasses (glut 10 / GABA 4) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000050164,1.0,False,207911,melanin-concentrating hormone receptor 1,protein-coding,O,20260910,ENSMUSG00000050164,protein_coding,1.0,protein_coding,31.98716234287243,022 L5 ET CTX Glut,11.13075835749203,0.0,31.98716234287243,19.92971887550201,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
217,Adra1a,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 14 subclasses,Enriched in 14 PL-ILA-ORB subclasses (glut 6 / GABA 8) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000045875,1.0,False,11549,"adrenergic receptor, alpha 1a",protein-coding,O,20260910,ENSMUSG00000045875,protein_coding,6.0,protein_coding; retained_intron,93.28772979905942,049 Lamp5 Gaba,57.62488568691401,13.0,93.28772979905942,82.97872340425532,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
218,Gpr68,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 13 subclasses,Enriched in 13 PL-ILA-ORB subclasses (glut 11 / GABA 2) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000047415,1.0,False,238377,G protein-coupled receptor 68,protein-coding,O,20260910,ENSMUSG00000047415,protein_coding,7.0,lncRNA; protein_coding; retained_intron,43.59939759036144,012 MEA Slc17a7 Glut,24.18942376914983,0.0,39.76009878285412,43.59939759036144,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
219,Gpr3,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 12 subclasses,Enriched in 12 PL-ILA-ORB subclasses (glut 6 / GABA 6) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000049649,1.0,False,14748,G-protein coupled receptor 3,protein-coding,O,20260910,ENSMUSG00000049649,protein_coding,3.0,protein_coding,23.42279539909376,052 Pvalb Gaba,7.413828983179279,0.0,23.42279539909376,5.550458715596331,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
220,Chrm3,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 11 subclasses,Enriched in 11 PL-ILA-ORB subclasses (glut 6 / GABA 5) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000046159,1.0,False,12671,"cholinergic receptor, muscarinic 3, cardiac",protein-coding,O,20260910,ENSMUSG00000046159,protein_coding,4.0,lncRNA; protein_coding; retained_intron,97.89153230352915,007 L2/3 IT CTX Glut,81.29896907737592,19.0,97.89153230352915,81.8524096385542,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
221,Hrh3,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 11 subclasses,Enriched in 11 PL-ILA-ORB subclasses (glut 5 / GABA 6) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000039059,1.0,False,99296,histamine receptor H3,protein-coding,O,20260910,ENSMUSG00000039059,protein_coding,8.0,nonsense_mediated_decay; protein_coding; retained_intron,81.09807801017524,006 L4/5 IT CTX Glut,38.04853549669102,5.0,81.09807801017524,71.34308510638297,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
222,Gpr22,17_expanded_ORB_GPCR,ORB-enriched GPCR :: 9 subclasses,Enriched in 9 PL-ILA-ORB subclasses (glut 7 / GABA 2) vs the rest of the Allen atlas. Extends the druggable receptor map. Allen detectability not scored for all of these - expect some sparse maps.,,,,ENSMUSG00000044067,1.0,False,73010,G protein-coupled receptor 22,protein-coding,O,20260910,ENSMUSG00000044067,protein_coding,4.0,protein_coding,91.4446992414888,004 L6 IT CTX Glut,63.30903786917047,16.0,91.4446992414888,86.49598393574297,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
